# @name org.openrewrite.table.LanguageCompositionPerFolder
# @instanceName Per-folder language composition report
# @group 
repositoryOrigin,repositoryPath,repositoryBranch,folderPath,language,fileCount,lineCount,org1,org2
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/test/java/org/finos/springbot/symphony/json,Java,7,549,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/teams/templating/adaptivecard,Java,8,504,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/symphony,Java,2,147,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter,Plain text,2,45,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter,Xml,1,46,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow-coverage,Other/unknown/unparseable,1,0,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow-coverage,Xml,1,81,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/main/resources/js,Plain text,4,1019,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/custom-help-bot/src/main/java/org/finos/springbot/example/demo,Java,1,9,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony/entities/src/main/java/org/symphonyoss/taxonomy,Java,1,10,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/rss-bot/src/main/java/org/finos/springbot/tool/rssbot/load,Java,5,172,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/test/java/org/finos/springbot/symphony/history,Java,3,201,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow/src/main/java/org/finos/springbot/workflow/actions/form,Java,6,243,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/test/resources/templates/symphony,Plain text,1,1,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/test/java/org/finos/springbot/symphony/form,Java,2,106,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony/entities/src/main/java/org/finos/springbot/entities,Java,1,27,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams,Other/unknown/unparseable,1,0,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/teams/templating,Java,1,21,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow/src/main/java/org/finos/springbot/workflow/tags,Java,3,104,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/test/java/org/finos/springbot/teams/templating/thymeleaf,Java,1,98,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/rooms-bot,Plain text,1,8,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/rooms-bot,Xml,1,49,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/teams/messages,Java,2,225,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow-testing/src/main/java/org/finos/springbot/tests/controller,Java,7,438,Default,ALL
github.com,finos/spring-bot,spring-bot-master,.github,Plain text,1,3,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/teams/bot,Java,3,366,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow-testing,Xml,1,46,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/poll-bot/src/main/resources/templates/teams,Plain text,2,21,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/poll-bot/src/main/resources/templates/teams,Json,1,25,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/symphony/response/handlers,Java,1,106,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow,Plain text,1,9,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow,Xml,1,48,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/teams/templating/thymeleaf,Java,6,340,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/custom-help-bot,Plain text,1,29,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/custom-help-bot,Xml,1,57,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/reminder-bot/src/main/java/org/finos/springbot/tool/reminders/alerter,Java,1,58,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/todo-bot,Plain text,1,9,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/todo-bot,Xml,1,53,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/todo-bot,Yaml,1,34,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/rss-bot/src/main/java/org/finos/springbot/tool/rssbot,Java,4,100,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/main/resources/templates/symphony,Plain text,4,91,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/poll-bot/src/main/resources/templates/symphony,Plain text,5,224,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/test/java/org/finos/springbot/teams/handlers,Java,1,59,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/rss-bot/src/main/java/org/finos/springbot/tool/rssbot/alerter,Java,7,220,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/symphony/messages,Java,1,54,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/teams/handlers/retry,Java,2,71,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/custom-help-bot/img,Other/unknown/unparseable,7,0,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/teams/history,Java,3,105,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/test/resources,Json,1,59,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/symphony/response/templating,Java,1,17,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/demo-bot,Plain text,1,13,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/demo-bot,Xml,1,56,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/demo-bot,Yaml,1,21,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/main/resources/META-INF,Plain text,1,3,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony/entities/src/main/java/org/symphonyoss,Java,2,83,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/custom-help-bot/src/main/resources/templates/teams,Json,1,52,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow/src/main/java/org/finos/springbot/workflow/content,Java,18,457,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/reminder-bot/src/main/resources/templates/teams,Plain text,1,3,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony/entities/src/main/java/org/symphonyoss/fin/security/id,Java,5,34,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs,Other/unknown/unparseable,1,0,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow/src/main/java/org/finos/springbot/workflow/conversations,Java,3,97,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/custom-help-bot/src/main/java/org/finos/springbot/example/demo/controller,Java,2,47,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow/src/main/java/org/finos/springbot/workflow/java/resolvers,Java,14,388,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/claim-bot/src/main/java/org/finos/springbot/example/claim,Java,1,7,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/test/resources/org/finos/springbot/teams/templating/thymeleaf,Plain text,12,45,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow/src/main/java/org/finos/springbot/workflow/form,Java,8,260,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/symphony/conversations,Java,4,305,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow/src/main/java/org/finos/springbot/workflow/welcome,Java,1,28,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/rss-bot/images,Other/unknown/unparseable,5,0,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/test/resources/mockito-extensions,Plain text,1,1,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/test/java/com/symphony/integration/jira/event/v2,Java,1,56,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/demo-bot/src/main/java/org/finos/springbot/example/demo,Java,5,97,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow-testing/src/main/java/org/finos/springbot/tests/form,Java,3,70,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/test/java/org/finos/springbot/teams/history,Java,3,209,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/test/java/org/finos/springbot/symphony/content,Java,2,142,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/symphony/content/serialization,Java,2,151,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/symphony/data,Java,2,89,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/test/java/org/finos/springbot/teams/messages,Java,1,49,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/rss-bot/src/main/java/org/finos/springbot/tool/rssbot/notify,Java,1,42,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/teams/conversations,Java,7,420,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow/src/main/java/org/finos/springbot/workflow/history,Java,3,66,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/entity-json/images,Other/unknown/unparseable,1,0,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/test/java/org/finos/springbot/teams/controller,Java,3,428,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src,Other/unknown/unparseable,1,0,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/rss-bot/src/main/resources/templates/symphony,Plain text,3,164,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony-bdk/symphony-bdk-chat-workflow-spring-boot-starter/src/main/java/org/finos/springbot/symphony/form,Java,3,147,Default,ALL
github.com,finos/spring-bot,spring-bot-master,demos/rooms-bot/src/main/java/org/finos/springbot/example/rooms,Java,3,42,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/chat-workflow/src/main/java/org/finos/springbot,Java,2,167,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/main/resources,Other/unknown/unparseable,1,0,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/reminder-bot,Other/unknown/unparseable,1,0,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/reminder-bot,Plain text,1,102,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/reminder-bot,Xml,1,97,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/main/resources/templates/teams,Plain text,2,21,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/main/resources/templates/teams,Json,2,52,Default,ALL
github.com,finos/spring-bot,spring-bot-master,tools/poll-bot/src/main/java/org/finos/springbot/tool/poll,Java,1,13,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/symphony/entities/src/main/java/com/symphony/user,Java,5,49,Default,ALL
github.com,finos/spring-bot,spring-bot-master,.github/ISSUE_TEMPLATE,Plain text,4,88,Default,ALL
github.com,finos/spring-bot,spring-bot-master,libs/teams/teams-chat-workflow-spring-boot-starter/src/test/resources/org/finos/springbot/teams/templating/adaptivecard,Json,26,852,Default,ALL
github.com,finos/symphony-bdk-java,main,,Plain text,8,982,Default,ALL
github.com,finos/symphony-bdk-java,main,,Xml,1,14,Default,ALL
github.com,finos/symphony-bdk-java,main,,Json,1,6,Default,ALL
github.com,finos/symphony-bdk-java,main,,Groovy,2,0,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-extension-api,Groovy,1,0,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/retry/resilience4j,Java,1,220,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-app-spring-boot-example/src/main/resources/static,Plain text,2,68,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-test/symphony-bdk-test-spring-boot/src/main/java/com/symphony/bdk/test/spring/annotation,Java,1,31,Default,ALL
github.com,finos/symphony-bdk-java,main,.github/workflows,Yaml,6,135,Default,ALL
github.com,finos/symphony-bdk-java,main,docs,Plain text,21,2956,Default,ALL
github.com,finos/symphony-bdk-java,main,docs,Yaml,1,9,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/activity/parsing,Java,4,479,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/service/datafeed/util,Java,1,119,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-http/symphony-bdk-http-jersey2/src/test/java/com/symphony/bdk/http/jersey2,Java,2,138,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring/symphony-bdk-core-spring-boot-starter/src/main/java/com/symphony/bdk/spring/events,Java,2,108,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring/symphony-bdk-core-spring-boot-starter/src/test/java/com/symphony/bdk/spring/annotation,Java,1,78,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-config/src/main/java/com/symphony/bdk/core/config/model,Java,17,457,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/resources/app,Json,1,87,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/service/message/model,Java,3,128,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-config/src/main/java/com/symphony/bdk/core/config/exception,Java,3,22,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core,Java,5,407,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/resources/application,Json,5,96,Default,ALL
github.com,finos/symphony-bdk-java,main,buildSrc,Plain text,1,50,Default,ALL
github.com,finos/symphony-bdk-java,main,buildSrc,Groovy,1,0,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/auth,Java,2,450,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-http/symphony-bdk-http-jersey2/src/main/java/com/symphony/bdk/http/jersey2,Java,6,607,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-http/symphony-bdk-http-webclient,Groovy,1,0,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-http/symphony-bdk-http-api/src/main/java/com/symphony/bdk/http/api/util,Java,2,59,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/service/user/mapper,Java,1,20,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-template/symphony-bdk-template-handlebars/src/main/resources/META-INF/services,Plain text,1,1,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/service/datafeed/exception,Java,1,8,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/service/disclaimer,Java,1,69,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-config/src/main/java/com/symphony/bdk/core/config/util,Java,1,11,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-spring-boot-example/src/main/java/com/symphony/bdk/examples/spring/api,Java,2,41,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/activity,Java,5,173,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring/symphony-bdk-app-spring-boot-starter/src/test/java/com/symphony/bdk/app/spring/auth,Java,1,124,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/service/pagination,Java,3,326,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring/symphony-bdk-app-spring-boot-starter/src/test/java/com/symphony/bdk/app/spring/auth/service,Java,1,59,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-core-examples/src/main/resources/proxy/withoutAuthentication,Yaml,2,10,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/service/presence/constant,Java,1,12,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/service/pagination,Java,5,129,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/service/datafeed/impl,Java,4,1238,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/service/application,Java,1,63,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-core-examples/src/main/java/com/symphony/bdk/examples/activity/context,Java,2,24,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-test/symphony-bdk-test-spring-boot,Groovy,1,0,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-core-examples/src/test/java/com/symphony/bdk/examples,Java,1,87,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-spring-boot-example/src/test/java/com/symphony/bdk/examples/spring,Java,1,64,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/resources/user,Json,7,352,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/service/version/model,Java,1,17,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring/symphony-bdk-app-spring-boot-starter/src/main/java/com/symphony/bdk/app/spring/auth/service,Java,1,39,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-http/symphony-bdk-http-api/src/main/java/com/symphony/bdk/http/api/auth,Java,1,8,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/session,Java,1,71,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring/symphony-bdk-app-spring-boot-starter/src/main/java/com/symphony/bdk/app/spring/config,Java,4,89,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-test/symphony-bdk-test-spring-boot/src/main/java/com/symphony/bdk/test,Java,2,107,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-template/symphony-bdk-template-api/src/test/java/com/symphony/bdk/template/api,Java,1,48,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring/symphony-bdk-app-spring-boot-starter/src/main/java/com/symphony/bdk/app/spring/filter,Java,1,26,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/resources/keys,Plain text,1,46,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/service/message,Java,2,316,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/util,Java,5,155,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/service/user,Java,1,837,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/service,Java,1,10,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/activity/command,Java,5,205,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/activity/model,Java,2,20,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-config/src/test/java/com/symphony/bdk/core/config,Java,3,256,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-http/symphony-bdk-http-webclient/src/main/resources/META-INF/services,Plain text,1,1,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/client,Java,1,234,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-extensions/symphony-group-extension/src/main/java/com/symphony/bdk/ext/group/auth,Java,2,72,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-http/symphony-bdk-http-webclient/src/main/java/com/symphony/bdk/http/webclient,Java,3,445,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/resources/stream,Json,10,252,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/arch,Java,1,60,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/resources/datafeed,Plain text,1,1,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-http,Groovy,1,0,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-template/symphony-bdk-template-freemarker/src/test/resources/subFolder,Plain text,5,6,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring/symphony-bdk-core-spring-boot-starter/src/test/java/com/symphony/bdk/spring,Java,3,416,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/activity/parsing,Java,14,353,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-test,Groovy,1,0,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-http/symphony-bdk-http-api/src/test/java/com/symphony/bdk/http/api/tracing,Java,1,16,Default,ALL
github.com,finos/symphony-bdk-java,main,.github,Plain text,4,81,Default,ALL
github.com,finos/symphony-bdk-java,main,.github,Json,1,1,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring,Groovy,1,0,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/service/stream,Java,2,277,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring/symphony-bdk-app-spring-boot-starter/src/test/java/com/symphony/bdk/app/spring/filter,Java,1,26,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-template/symphony-bdk-template-freemarker/src/main/java/com/symphony/bdk/template/freemarker,Java,2,64,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring/symphony-bdk-core-spring-boot-starter/src/main/java/com/symphony/bdk/spring/annotation,Java,2,157,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring/symphony-bdk-app-spring-boot-starter/src/main/java/com/symphony/bdk/app/spring,Java,2,31,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring/symphony-bdk-core-spring-boot-starter/src/main/java/com/symphony/bdk/spring,Java,2,40,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/service/datafeed,Java,2,28,Default,ALL
github.com,finos/symphony-bdk-java,main,docs/tech,Plain text,5,202,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-config/src/test/java/com/symphony/bdk/core/config/util,Java,1,36,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/service/connection,Java,2,85,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-group-example/src/main/resources,Plain text,1,15,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/service/version,Java,1,29,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-core-examples/src/main/java/com/symphony/bdk/examples,Java,11,376,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-http/symphony-bdk-http-webclient/src/test/resources/certs,Other/unknown/unparseable,2,0,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/service/signal,Java,2,145,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring/symphony-bdk-app-spring-boot-starter/src/test/resources,Yaml,1,21,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/main/java/com/symphony/bdk/core/extension/exception,Java,1,6,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-spring/symphony-bdk-core-spring-boot-starter/src/test/java/com/symphony/bdk/spring/config,Java,1,80,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-multi-instances-example,Plain text,1,12,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-multi-instances-example,Groovy,1,0,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-core/src/test/java/com/symphony/bdk/core/extension,Java,7,160,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-group-example,Groovy,1,0,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-core-examples/src/main/resources,Other/unknown/unparseable,2,0,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-core-examples/src/main/resources,Plain text,2,6,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-core-examples/src/main/resources,Xml,3,30,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-core-examples/src/main/resources,Properties,1,5,Default,ALL
github.com,finos/symphony-bdk-java,main,docs/spring-boot,Plain text,3,679,Default,ALL
github.com,finos/symphony-bdk-java,main,docs/spring-boot,Yaml,1,130,Default,ALL
github.com,finos/symphony-bdk-java,main,symphony-bdk-examples/bdk-spring-boot-example/src/main/java/com/symphony/bdk/examples/spring/config,Java,1,16,Default,ALL
