# @name org.openrewrite.table.LanguageCompositionPerFile
# @instanceName Per-file language composition report
# @group 
repositoryOrigin,repositoryPath,repositoryBranch,sourcePath,language,sourceFileType,linesOfText,hasParseFailures,org1,org2
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-jar-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,36,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-javadoc-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,403,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-one-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,49,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-patch-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,46,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-pmd-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,38,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-project-info-reports-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,65,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-rar-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,50,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-remote-resources-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,84,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-repository-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,47,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-ressources-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,79,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-site-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,130,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-site/fml/about.fml,Plain text,org.openrewrite.text.PlainText,120,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-site/fml/general.fml,Plain text,org.openrewrite.text.PlainText,390,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-site/fml/maven1.fml,Plain text,org.openrewrite.text.PlainText,186,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-site/fml/project-faq.fml,Plain text,org.openrewrite.text.PlainText,114,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-site/xdoc/index.xml.vm,Plain text,org.openrewrite.text.PlainText,215,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-source-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,33,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-stage-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,36,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-verifier-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,33,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/maven-war-plugin/fml/faq.fml,Plain text,org.openrewrite.text.PlainText,138,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/doxia-site/xdoc/references/fml-format.xml,Xml,org.openrewrite.xml.tree.Xml$Document,100,false,Default,ALL
github.com,apache/maven-doxia,master,doxia-test-docs/src/main/resources/doxia-site/xdoc/references/index.xml,Xml,org.openrewrite.xml.tree.Xml$Document,114,false,Default,ALL
