# @name org.openrewrite.java.dependencies.table.DependencyListReport
# @instanceName Dependency report
# @group 
repositoryOrigin,repositoryPath,repositoryBranch,buildTool,groupId,artifactId,version,dependencyGroupId,dependencyArtifactId,dependencyVersion,direct,resolutionFailure,org1,org2
github.com,finos/spring-bot,spring-bot-master,Maven,org.finos.springbot.demos,custom-help-bot,10.0.4-SNAPSHOT,org.finos.springbot,teams-chat-workflow-spring-boot-starter,10.0.4-SNAPSHOT,true,,Default,ALL
github.com,finos/spring-bot,spring-bot-master,Maven,org.finos.springbot.demos,todo-bot,10.0.4-SNAPSHOT,org.finos.springbot,symphony-bdk-chat-workflow-spring-boot-starter,10.0.4-SNAPSHOT,true,,Default,ALL
github.com,finos/spring-bot,spring-bot-master,Maven,org.finos.springbot.demos,todo-bot,10.0.4-SNAPSHOT,org.finos.springbot,teams-chat-workflow-spring-boot-starter,10.0.4-SNAPSHOT,true,,Default,ALL
github.com,finos/spring-bot,spring-bot-master,Maven,org.finos.springbot.demos,todo-bot,10.0.4-SNAPSHOT,org.apache.commons,commons-lang3,3.17.0,true,,Default,ALL
github.com,finos/spring-bot,spring-bot-master,Maven,org.finos.springbot.demos,claim-bot,10.0.4-SNAPSHOT,com.ibm.icu,icu4j,77.1,true,,Default,ALL
github.com,finos/spring-bot,spring-bot-master,Maven,org.finos.springbot.demos,claim-bot,10.0.4-SNAPSHOT,org.bouncycastle,bcpkix-jdk18on,1.81,true,,Default,ALL
github.com,finos/spring-bot,spring-bot-master,Maven,org.finos.springbot.demos,claim-bot,10.0.4-SNAPSHOT,org.finos.springbot,symphony-bdk-chat-workflow-spring-boot-starter,10.0.4-SNAPSHOT,true,,Default,ALL
github.com,finos/spring-bot,spring-bot-master,Maven,org.finos.springbot.demos,claim-bot,10.0.4-SNAPSHOT,org.finos.springbot,teams-chat-workflow-spring-boot-starter,10.0.4-SNAPSHOT,true,,Default,ALL
github.com,finos/spring-bot,spring-bot-master,Maven,org.finos.springbot.demos,claim-bot,10.0.4-SNAPSHOT,org.apache.commons,commons-lang3,3.17.0,true,,Default,ALL
github.com,finos/spring-bot,spring-bot-master,Maven,org.finos.springbot.demos,claim-bot,10.0.4-SNAPSHOT,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.19.2,true,,Default,ALL
github.com,finos/spring-bot,spring-bot-master,Maven,org.finos.springbot.demos,claim-bot,10.0.4-SNAPSHOT,org.springframework.boot,spring-boot-devtools,3.5.5,true,,Default,ALL
github.com,finos/spring-bot,spring-bot-master,Maven,org.finos.springbot.demos,claim-bot,10.0.4-SNAPSHOT,org.glassfish.jersey.core,jersey-common,3.1.11,true,,Default,ALL
github.com,finos/spring-bot,spring-bot-master,Maven,org.finos.springbot.demos,claim-bot,10.0.4-SNAPSHOT,org.glassfish.jersey.core,jersey-client,3.1.11,true,,Default,ALL
