# @name org.openrewrite.nodejs.table.DependenciesInUse
# @instanceName Dependencies in use
# @group 
repositoryOrigin,repositoryPath,repositoryBranch,name,requestedVersion,version,org1,org2
github.com,finos/symphony-wdk,master,recoil,^0.7.7,,Default,ALL
