repositoryOrigin,repositoryPath,repositoryBranch,scmType,repositoryLink,projectName,sourceSet,groupId,artifactId,version,datedSnapshotVersion,scope,depth,dependencyGraph
github.com,Netflix/CassJMeter,master,GITHUB,"https://github.com/Netflix/CassJMeter/blob/master",CassJMeter,main,org.apache.commons,commons-lang3,3.1,3.1,compile,1,"org.apache.commons:commons-lang3:3.1
\--- compile"
github.com,Netflix/CassJMeter,master,GITHUB,"https://github.com/Netflix/CassJMeter/blob/master",CassJMeter,main,commons-lang,commons-lang,2.4,2.4,compile,1,"commons-lang:commons-lang:2.4
\--- compile"
github.com,Netflix/archaius,2.x,GITHUB,"https://github.com/Netflix/archaius/blob/2.x",archaius2-persisted2,main,org.apache.commons,commons-lang3,3.3.2,,testRuntimeClasspath,2,"org.apache.commons:commons-lang3:3.3.2
\--- com.netflix.archaius:archaius2-core:2.9.0-SNAPSHOT
     \--- com.netflix.archaius:archaius2-guice:2.9.0-SNAPSHOT
          \--- testRuntimeClasspath"
github.com,Netflix/archaius,2.x,GITHUB,"https://github.com/Netflix/archaius/blob/2.x",archaius2-persisted2,main,org.apache.commons,commons-lang3,3.3.2,,runtimeClasspath,1,"org.apache.commons:commons-lang3:3.3.2
\--- com.netflix.archaius:archaius2-core:2.9.0-SNAPSHOT
     \--- runtimeClasspath"
github.com,Netflix/archaius,2.x,GITHUB,"https://github.com/Netflix/archaius/blob/2.x",archaius2-persisted2,main,org.apache.commons,commons-lang3,3.3.2,,testRuntimeClasspath,0,"org.apache.commons:commons-lang3:3.3.2
\--- testRuntimeClasspath"
github.com,Netflix/archaius,2.x,GITHUB,"https://github.com/Netflix/archaius/blob/2.x",archaius2-persisted2,main,org.apache.commons,commons-lang3,3.3.2,,runtimeClasspath,0,"org.apache.commons:commons-lang3:3.3.2
\--- runtimeClasspath"
github.com,Netflix/archaius,2.x,GITHUB,"https://github.com/Netflix/archaius/blob/2.x",archaius2-persisted2,main,org.apache.commons,commons-lang3,3.3.2,,testCompileClasspath,0,"org.apache.commons:commons-lang3:3.3.2
\--- testCompileClasspath"
github.com,Netflix/archaius,2.x,GITHUB,"https://github.com/Netflix/archaius/blob/2.x",archaius2-persisted2,main,org.apache.commons,commons-lang3,3.3.2,,compileClasspath,0,"org.apache.commons:commons-lang3:3.3.2
\--- compileClasspath"
github.com,Netflix/blitz4j,master,GITHUB,"https://github.com/Netflix/blitz4j/blob/master",blitz4j,main,commons-lang,commons-lang,2.6,,compileClasspath,2,"commons-lang:commons-lang:2.6
\--- commons-configuration:commons-configuration:1.10
     \--- com.netflix.archaius:archaius-core:0.7.10
          \--- compileClasspath"
github.com,Netflix/blitz4j,master,GITHUB,"https://github.com/Netflix/blitz4j/blob/master",blitz4j,main,commons-lang,commons-lang,2.6,,testCompileClasspath,2,"commons-lang:commons-lang:2.6
\--- commons-configuration:commons-configuration:1.10
     \--- com.netflix.archaius:archaius-core:0.7.10
          \--- testCompileClasspath"
github.com,Netflix/blitz4j,master,GITHUB,"https://github.com/Netflix/blitz4j/blob/master",blitz4j,main,commons-lang,commons-lang,2.6,,runtimeClasspath,2,"commons-lang:commons-lang:2.6
\--- commons-configuration:commons-configuration:1.10
     \--- com.netflix.archaius:archaius-core:0.7.10
          \--- runtimeClasspath"
github.com,Netflix/blitz4j,master,GITHUB,"https://github.com/Netflix/blitz4j/blob/master",blitz4j,main,commons-lang,commons-lang,2.6,,testRuntimeClasspath,2,"commons-lang:commons-lang:2.6
\--- commons-configuration:commons-configuration:1.10
     \--- com.netflix.archaius:archaius-core:0.7.10
          \--- testRuntimeClasspath"
github.com,Netflix/conductor,main,GITHUB,"https://github.com/Netflix/conductor/blob/main","conductor-redis-concurrency-limit",main,org.apache.commons,commons-lang3,3.12.0,,runtimeClasspath,2,"org.apache.commons:commons-lang3:3.12.0
\--- com.netflix.conductor:conductor-common:3.16.0-SNAPSHOT
     \--- com.netflix.conductor:conductor-core:3.16.0-SNAPSHOT
          \--- runtimeClasspath"
github.com,Netflix/conductor,main,GITHUB,"https://github.com/Netflix/conductor/blob/main","conductor-redis-concurrency-limit",main,org.apache.commons,commons-lang3,3.12.0,,testRuntimeClasspath,2,"org.apache.commons:commons-lang3:3.12.0
\--- com.netflix.conductor:conductor-common:3.16.0-SNAPSHOT
     \--- com.netflix.conductor:conductor-core:3.16.0-SNAPSHOT
          \--- testRuntimeClasspath"
github.com,Netflix/conductor,main,GITHUB,"https://github.com/Netflix/conductor/blob/main","conductor-redis-concurrency-limit",main,org.apache.commons,commons-lang3,3.12.0,,testRuntimeClasspath,1,"org.apache.commons:commons-lang3:3.12.0
\--- com.netflix.conductor:conductor-core:3.16.0-SNAPSHOT
     \--- testRuntimeClasspath"
github.com,Netflix/conductor,main,GITHUB,"https://github.com/Netflix/conductor/blob/main","conductor-redis-concurrency-limit",main,org.apache.commons,commons-lang3,3.12.0,,runtimeClasspath,1,"org.apache.commons:commons-lang3:3.12.0
\--- com.netflix.conductor:conductor-core:3.16.0-SNAPSHOT
     \--- runtimeClasspath"
github.com,Netflix/conductor,main,GITHUB,"https://github.com/Netflix/conductor/blob/main","conductor-redis-concurrency-limit",main,org.apache.commons,commons-lang3,3.12.0,,testRuntimeClasspath,0,"org.apache.commons:commons-lang3:3.12.0
\--- testRuntimeClasspath"
github.com,Netflix/conductor,main,GITHUB,"https://github.com/Netflix/conductor/blob/main","conductor-redis-concurrency-limit",main,org.apache.commons,commons-lang3,3.12.0,,runtimeClasspath,0,"org.apache.commons:commons-lang3:3.12.0
\--- runtimeClasspath"
github.com,Netflix/conductor,main,GITHUB,"https://github.com/Netflix/conductor/blob/main","conductor-redis-concurrency-limit",main,org.apache.commons,commons-lang3,3.12.0,,testCompileClasspath,0,"org.apache.commons:commons-lang3:3.12.0
\--- testCompileClasspath"
github.com,Netflix/conductor,main,GITHUB,"https://github.com/Netflix/conductor/blob/main","conductor-redis-concurrency-limit",main,org.apache.commons,commons-lang3,3.12.0,,compileClasspath,0,"org.apache.commons:commons-lang3:3.12.0
\--- compileClasspath"
github.com,"Netflix/dgs-examples-java",main,GITHUB,"https://github.com/Netflix/dgs-examples-java/blob/main",dgs-examples-java,main,org.apache.commons,commons-lang3,3.14.0,,"productionRuntimeClasspath",2,"org.apache.commons:commons-lang3:3.14.0
\--- com.netflix.graphql.dgs:graphql-dgs-spring-boot-oss-autoconfigure:8.5.6
     \--- com.netflix.graphql.dgs:graphql-dgs-spring-graphql-starter:8.5.6
          \--- productionRuntimeClasspath"
github.com,"Netflix/dgs-examples-java",main,GITHUB,"https://github.com/Netflix/dgs-examples-java/blob/main",dgs-examples-java,main,org.apache.commons,commons-lang3,3.14.0,,runtimeClasspath,2,"org.apache.commons:commons-lang3:3.14.0
\--- com.netflix.graphql.dgs:graphql-dgs-spring-boot-oss-autoconfigure:8.5.6
     \--- com.netflix.graphql.dgs:graphql-dgs-spring-graphql-starter:8.5.6
          \--- runtimeClasspath"
github.com,"Netflix/dgs-examples-java",main,GITHUB,"https://github.com/Netflix/dgs-examples-java/blob/main",dgs-examples-java,main,org.apache.commons,commons-lang3,3.14.0,,testRuntimeClasspath,2,"org.apache.commons:commons-lang3:3.14.0
\--- com.netflix.graphql.dgs:graphql-dgs-spring-boot-oss-autoconfigure:8.5.6
     \--- com.netflix.graphql.dgs:graphql-dgs-spring-graphql-starter:8.5.6
          \--- testRuntimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,org.apache.commons,commons-lang3,3.3.2,,testRuntimeClasspath,2,"org.apache.commons:commons-lang3:3.3.2
\--- com.netflix.archaius:archaius2-core:2.1.11
     \--- com.netflix.archaius:archaius2-guice:2.1.11
          \--- testRuntimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,org.apache.commons,commons-lang3,3.3.2,,runtimeClasspath,2,"org.apache.commons:commons-lang3:3.3.2
\--- com.netflix.archaius:archaius2-core:2.1.11
     \--- com.netflix.archaius:archaius2-guice:2.1.11
          \--- runtimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,compileClasspath,9,"commons-lang:commons-lang:2.6
\--- org.apache.thrift:libthrift:0.7.0
     \--- org.apache.cassandra:cassandra-thrift:1.2.11
          \--- org.apache.cassandra:cassandra-all:1.2.11
               \--- com.netflix.astyanax:astyanax-core:2.0.1
                    \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
                         \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                              \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                                   \--- com.netflix.astyanax:astyanax-test:2.0.1
                                        \--- com.netflix.astyanax:astyanax:2.0.1
                                             \--- compileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,runtimeClasspath,9,"commons-lang:commons-lang:2.6
\--- org.apache.thrift:libthrift:0.7.0
     \--- org.apache.cassandra:cassandra-thrift:1.2.11
          \--- org.apache.cassandra:cassandra-all:1.2.11
               \--- com.netflix.astyanax:astyanax-core:2.0.1
                    \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
                         \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                              \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                                   \--- com.netflix.astyanax:astyanax-test:2.0.1
                                        \--- com.netflix.astyanax:astyanax:2.0.1
                                             \--- runtimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testRuntimeClasspath,9,"commons-lang:commons-lang:2.6
\--- org.apache.thrift:libthrift:0.7.0
     \--- org.apache.cassandra:cassandra-thrift:1.2.11
          \--- org.apache.cassandra:cassandra-all:1.2.11
               \--- com.netflix.astyanax:astyanax-core:2.0.1
                    \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
                         \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                              \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                                   \--- com.netflix.astyanax:astyanax-test:2.0.1
                                        \--- com.netflix.astyanax:astyanax:2.0.1
                                             \--- testRuntimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testCompileClasspath,9,"commons-lang:commons-lang:2.6
\--- org.apache.thrift:libthrift:0.7.0
     \--- org.apache.cassandra:cassandra-thrift:1.2.11
          \--- org.apache.cassandra:cassandra-all:1.2.11
               \--- com.netflix.astyanax:astyanax-core:2.0.1
                    \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
                         \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                              \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                                   \--- com.netflix.astyanax:astyanax-test:2.0.1
                                        \--- com.netflix.astyanax:astyanax:2.0.1
                                             \--- testCompileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,compileClasspath,8,"commons-lang:commons-lang:2.6
\--- org.apache.cassandra:cassandra-thrift:1.2.11
     \--- org.apache.cassandra:cassandra-all:1.2.11
          \--- com.netflix.astyanax:astyanax-core:2.0.1
               \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
                    \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                         \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                              \--- com.netflix.astyanax:astyanax-test:2.0.1
                                   \--- com.netflix.astyanax:astyanax:2.0.1
                                        \--- compileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,runtimeClasspath,8,"commons-lang:commons-lang:2.6
\--- org.apache.cassandra:cassandra-thrift:1.2.11
     \--- org.apache.cassandra:cassandra-all:1.2.11
          \--- com.netflix.astyanax:astyanax-core:2.0.1
               \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
                    \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                         \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                              \--- com.netflix.astyanax:astyanax-test:2.0.1
                                   \--- com.netflix.astyanax:astyanax:2.0.1
                                        \--- runtimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,runtimeClasspath,8,"commons-lang:commons-lang:2.6
\--- org.apache.cassandra.deps:avro:1.4.0-cassandra-1
     \--- org.apache.cassandra:cassandra-all:1.2.11
          \--- com.netflix.astyanax:astyanax-core:2.0.1
               \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
                    \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                         \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                              \--- com.netflix.astyanax:astyanax-test:2.0.1
                                   \--- com.netflix.astyanax:astyanax:2.0.1
                                        \--- runtimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,compileClasspath,8,"commons-lang:commons-lang:2.6
\--- org.apache.cassandra.deps:avro:1.4.0-cassandra-1
     \--- org.apache.cassandra:cassandra-all:1.2.11
          \--- com.netflix.astyanax:astyanax-core:2.0.1
               \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
                    \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                         \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                              \--- com.netflix.astyanax:astyanax-test:2.0.1
                                   \--- com.netflix.astyanax:astyanax:2.0.1
                                        \--- compileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testCompileClasspath,8,"commons-lang:commons-lang:2.6
\--- org.apache.cassandra.deps:avro:1.4.0-cassandra-1
     \--- org.apache.cassandra:cassandra-all:1.2.11
          \--- com.netflix.astyanax:astyanax-core:2.0.1
               \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
                    \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                         \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                              \--- com.netflix.astyanax:astyanax-test:2.0.1
                                   \--- com.netflix.astyanax:astyanax:2.0.1
                                        \--- testCompileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testRuntimeClasspath,8,"commons-lang:commons-lang:2.6
\--- org.apache.cassandra:cassandra-thrift:1.2.11
     \--- org.apache.cassandra:cassandra-all:1.2.11
          \--- com.netflix.astyanax:astyanax-core:2.0.1
               \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
                    \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                         \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                              \--- com.netflix.astyanax:astyanax-test:2.0.1
                                   \--- com.netflix.astyanax:astyanax:2.0.1
                                        \--- testRuntimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testCompileClasspath,8,"commons-lang:commons-lang:2.6
\--- org.apache.cassandra:cassandra-thrift:1.2.11
     \--- org.apache.cassandra:cassandra-all:1.2.11
          \--- com.netflix.astyanax:astyanax-core:2.0.1
               \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
                    \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                         \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                              \--- com.netflix.astyanax:astyanax-test:2.0.1
                                   \--- com.netflix.astyanax:astyanax:2.0.1
                                        \--- testCompileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testRuntimeClasspath,8,"commons-lang:commons-lang:2.6
\--- org.apache.cassandra.deps:avro:1.4.0-cassandra-1
     \--- org.apache.cassandra:cassandra-all:1.2.11
          \--- com.netflix.astyanax:astyanax-core:2.0.1
               \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
                    \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                         \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                              \--- com.netflix.astyanax:astyanax-test:2.0.1
                                   \--- com.netflix.astyanax:astyanax:2.0.1
                                        \--- testRuntimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,runtimeClasspath,7,"commons-lang:commons-lang:2.6
\--- org.apache.cassandra:cassandra-all:1.2.11
     \--- com.netflix.astyanax:astyanax-core:2.0.1
          \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
               \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                    \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                         \--- com.netflix.astyanax:astyanax-test:2.0.1
                              \--- com.netflix.astyanax:astyanax:2.0.1
                                   \--- runtimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,compileClasspath,7,"commons-lang:commons-lang:2.6
\--- org.apache.cassandra:cassandra-all:1.2.11
     \--- com.netflix.astyanax:astyanax-core:2.0.1
          \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
               \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                    \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                         \--- com.netflix.astyanax:astyanax-test:2.0.1
                              \--- com.netflix.astyanax:astyanax:2.0.1
                                   \--- compileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testCompileClasspath,7,"commons-lang:commons-lang:2.6
\--- org.apache.cassandra:cassandra-all:1.2.11
     \--- com.netflix.astyanax:astyanax-core:2.0.1
          \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
               \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                    \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                         \--- com.netflix.astyanax:astyanax-test:2.0.1
                              \--- com.netflix.astyanax:astyanax:2.0.1
                                   \--- testCompileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testRuntimeClasspath,7,"commons-lang:commons-lang:2.6
\--- org.apache.cassandra:cassandra-all:1.2.11
     \--- com.netflix.astyanax:astyanax-core:2.0.1
          \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
               \--- com.netflix.astyanax:astyanax-recipes:2.0.1
                    \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                         \--- com.netflix.astyanax:astyanax-test:2.0.1
                              \--- com.netflix.astyanax:astyanax:2.0.1
                                   \--- testRuntimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testCompileClasspath,6,"commons-lang:commons-lang:2.6
\--- com.netflix.astyanax:astyanax-core:2.0.1
     \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
          \--- com.netflix.astyanax:astyanax-recipes:2.0.1
               \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                    \--- com.netflix.astyanax:astyanax-test:2.0.1
                         \--- com.netflix.astyanax:astyanax:2.0.1
                              \--- testCompileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testRuntimeClasspath,6,"commons-lang:commons-lang:2.6
\--- com.netflix.astyanax:astyanax-core:2.0.1
     \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
          \--- com.netflix.astyanax:astyanax-recipes:2.0.1
               \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                    \--- com.netflix.astyanax:astyanax-test:2.0.1
                         \--- com.netflix.astyanax:astyanax:2.0.1
                              \--- testRuntimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,runtimeClasspath,6,"commons-lang:commons-lang:2.6
\--- com.netflix.astyanax:astyanax-core:2.0.1
     \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
          \--- com.netflix.astyanax:astyanax-recipes:2.0.1
               \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                    \--- com.netflix.astyanax:astyanax-test:2.0.1
                         \--- com.netflix.astyanax:astyanax:2.0.1
                              \--- runtimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,compileClasspath,6,"commons-lang:commons-lang:2.6
\--- com.netflix.astyanax:astyanax-core:2.0.1
     \--- com.netflix.astyanax:astyanax-cassandra:2.0.1
          \--- com.netflix.astyanax:astyanax-recipes:2.0.1
               \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
                    \--- com.netflix.astyanax:astyanax-test:2.0.1
                         \--- com.netflix.astyanax:astyanax:2.0.1
                              \--- compileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,compileClasspath,5,"commons-lang:commons-lang:2.6
\--- com.netflix.astyanax:astyanax-cassandra:2.0.1
     \--- com.netflix.astyanax:astyanax-recipes:2.0.1
          \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
               \--- com.netflix.astyanax:astyanax-test:2.0.1
                    \--- com.netflix.astyanax:astyanax:2.0.1
                         \--- compileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,runtimeClasspath,5,"commons-lang:commons-lang:2.6
\--- com.netflix.astyanax:astyanax-cassandra:2.0.1
     \--- com.netflix.astyanax:astyanax-recipes:2.0.1
          \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
               \--- com.netflix.astyanax:astyanax-test:2.0.1
                    \--- com.netflix.astyanax:astyanax:2.0.1
                         \--- runtimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,compileClasspath,5,"commons-lang:commons-lang:2.6
\--- commons-configuration:commons-configuration:1.8
     \--- com.netflix.archaius:archaius-core:0.5.12
          \--- com.netflix.eureka:eureka-client:1.1.110
               \--- com.netflix.astyanax:astyanax-contrib:2.0.1
                    \--- com.netflix.astyanax:astyanax:2.0.1
                         \--- compileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testCompileClasspath,5,"commons-lang:commons-lang:2.6
\--- com.netflix.astyanax:astyanax-cassandra:2.0.1
     \--- com.netflix.astyanax:astyanax-recipes:2.0.1
          \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
               \--- com.netflix.astyanax:astyanax-test:2.0.1
                    \--- com.netflix.astyanax:astyanax:2.0.1
                         \--- testCompileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testRuntimeClasspath,5,"commons-lang:commons-lang:2.6
\--- com.netflix.astyanax:astyanax-cassandra:2.0.1
     \--- com.netflix.astyanax:astyanax-recipes:2.0.1
          \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
               \--- com.netflix.astyanax:astyanax-test:2.0.1
                    \--- com.netflix.astyanax:astyanax:2.0.1
                         \--- testRuntimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,runtimeClasspath,5,"commons-lang:commons-lang:2.6
\--- commons-configuration:commons-configuration:1.8
     \--- com.netflix.archaius:archaius-core:0.5.12
          \--- com.netflix.eureka:eureka-client:1.1.110
               \--- com.netflix.astyanax:astyanax-contrib:2.0.1
                    \--- com.netflix.astyanax:astyanax:2.0.1
                         \--- runtimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testRuntimeClasspath,5,"commons-lang:commons-lang:2.6
\--- commons-configuration:commons-configuration:1.8
     \--- com.netflix.archaius:archaius-core:0.5.12
          \--- com.netflix.eureka:eureka-client:1.1.110
               \--- com.netflix.astyanax:astyanax-contrib:2.0.1
                    \--- com.netflix.astyanax:astyanax:2.0.1
                         \--- testRuntimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testCompileClasspath,5,"commons-lang:commons-lang:2.6
\--- commons-configuration:commons-configuration:1.8
     \--- com.netflix.archaius:archaius-core:0.5.12
          \--- com.netflix.eureka:eureka-client:1.1.110
               \--- com.netflix.astyanax:astyanax-contrib:2.0.1
                    \--- com.netflix.astyanax:astyanax:2.0.1
                         \--- testCompileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,compileClasspath,4,"commons-lang:commons-lang:2.6
\--- com.netflix.astyanax:astyanax-recipes:2.0.1
     \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
          \--- com.netflix.astyanax:astyanax-test:2.0.1
               \--- com.netflix.astyanax:astyanax:2.0.1
                    \--- compileClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,runtimeClasspath,4,"commons-lang:commons-lang:2.6
\--- com.netflix.astyanax:astyanax-recipes:2.0.1
     \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
          \--- com.netflix.astyanax:astyanax-test:2.0.1
               \--- com.netflix.astyanax:astyanax:2.0.1
                    \--- runtimeClasspath"
github.com,Netflix/dynomite-manager,dev,GITHUB,"https://github.com/Netflix/dynomite-manager/blob/dev",dynomitemanager-common,main,commons-lang,commons-lang,2.6,,testCompileClasspath,4,"commons-lang:commons-lang:2.6
\--- com.netflix.astyanax:astyanax-recipes:2.0.1
     \--- com.netflix.astyanax:astyanax-entity-mapper:2.0.1
          \--- com.netflix.astyanax:astyanax-test:2.0.1
               \--- com.netflix.astyanax:astyanax:2.0.1
                    \--- testCompileClasspath"
