repositoryOrigin,repositoryPath,repositoryBranch,scmType,repositoryLink,name,requestedVersion,version
github.com,"getsentry/sentry-javascript",develop,GITHUB,"https://github.com/getsentry/sentry-javascript/blob/develop",rxjs,^7.8.1,
github.com,Soundnode/soundnode-app,master,GITHUB,"https://github.com/Soundnode/soundnode-app/blob/master",lodash,^4.17.4,
github.com,"snapappointments/bootstrap-select",main,GITHUB,"https://github.com/snapappointments/bootstrap-select/blob/main",uuid,^8.3.2,8.3.2
github.com,"illuspas/Node-Media-Server",master,GITHUB,"https://github.com/illuspas/Node-Media-Server/blob/master",lodash,^4.17.21,4.17.21
github.com,evanw/esbuild,main,GITHUB,"https://github.com/evanw/esbuild/blob/main",js-yaml,3.14.0,
github.com,electron/electron,main,GITHUB,"https://github.com/electron/electron/blob/main",uuid,^3.3.3,
github.com,"pattern-lab/patternlab-node",dev,GITHUB,"https://github.com/pattern-lab/patternlab-node/blob/dev",js-yaml,4.1.0,
github.com,colyseus/colyseus,master,GITHUB,"https://github.com/colyseus/colyseus/blob/master",nanoid,^2.0.0,
github.com,crawlab-team/artipub,master,GITHUB,"https://github.com/crawlab-team/artipub/blob/master",lodash,^4.17.11,
github.com,brookshi/Hitchhiker,master,GITHUB,"https://github.com/brookshi/Hitchhiker/blob/master",lodash,^4.17.4,
github.com,"xiaozhu188/electron-vue-cloud-music",master,GITHUB,"https://github.com/xiaozhu188/electron-vue-cloud-music/blob/master",deepmerge,^4.2.2,
github.com,apache/incubator-answer,main,GITHUB,"https://github.com/apache/incubator-answer/blob/main",axios,^0.28.1,
github.com,jsdom/jsdom,main,GITHUB,"https://github.com/jsdom/jsdom/blob/main",js-yaml,^4.1.0,4.1.0
github.com,facebook/docusaurus,main,GITHUB,"https://github.com/facebook/docusaurus/blob/main",lodash,^4.17.21,
github.com,facebook/docusaurus,main,GITHUB,"https://github.com/facebook/docusaurus/blob/main",lodash,^4.17.21,
github.com,facebook/docusaurus,main,GITHUB,"https://github.com/facebook/docusaurus/blob/main",lodash,^4.17.21,
github.com,facebook/docusaurus,main,GITHUB,"https://github.com/facebook/docusaurus/blob/main",lodash,^4.17.21,
github.com,facebook/docusaurus,main,GITHUB,"https://github.com/facebook/docusaurus/blob/main",lodash,^4.17.21,
github.com,facebook/docusaurus,main,GITHUB,"https://github.com/facebook/docusaurus/blob/main",lodash,^4.17.21,
github.com,facebook/docusaurus,main,GITHUB,"https://github.com/facebook/docusaurus/blob/main",lodash,^4.17.21,
github.com,facebook/docusaurus,main,GITHUB,"https://github.com/facebook/docusaurus/blob/main",lodash,^4.17.21,
github.com,facebook/docusaurus,main,GITHUB,"https://github.com/facebook/docusaurus/blob/main",lodash,^4.17.21,
github.com,facebook/docusaurus,main,GITHUB,"https://github.com/facebook/docusaurus/blob/main",lodash,^4.17.21,
github.com,facebook/docusaurus,main,GITHUB,"https://github.com/facebook/docusaurus/blob/main",lodash,^4.17.21,
github.com,facebook/docusaurus,main,GITHUB,"https://github.com/facebook/docusaurus/blob/main",lodash,^4.17.21,
github.com,VSCodeVim/Vim,master,GITHUB,"https://github.com/VSCodeVim/Vim/blob/master",lodash,^4.17.21,
github.com,chenshenhai/koa2-note,master,GITHUB,"https://github.com/chenshenhai/koa2-note/blob/master",validator,^6.2.0,
github.com,wulkano/Kap,main,GITHUB,"https://github.com/wulkano/Kap/blob/main",lodash,^4.17.21,
github.com,PatrickJS/MFE-starter,master,GITHUB,"https://github.com/PatrickJS/MFE-starter/blob/master",rxjs,^6.2.1,
github.com,axios/axios,v1.x,GITHUB,"https://github.com/axios/axios/blob/v1.x",axios,file:../../..,
github.com,axios/axios,v1.x,GITHUB,"https://github.com/axios/axios/blob/v1.x",axios,file:../../..,
github.com,axios/axios,v1.x,GITHUB,"https://github.com/axios/axios/blob/v1.x",axios,file:../../..,
github.com,axios/axios,v1.x,GITHUB,"https://github.com/axios/axios/blob/v1.x",axios,file:../../..,
github.com,axios/axios,v1.x,GITHUB,"https://github.com/axios/axios/blob/v1.x",axios,file:../../..,
github.com,axios/axios,v1.x,GITHUB,"https://github.com/axios/axios/blob/v1.x",axios,file:../../../..,
github.com,axios/axios,v1.x,GITHUB,"https://github.com/axios/axios/blob/v1.x",axios,file:../../../..,
github.com,nhn/tui.calendar,main,GITHUB,"https://github.com/nhn/tui.calendar/blob/main",chance,^1.1.8,
github.com,linkwarden/linkwarden,main,GITHUB,"https://github.com/linkwarden/linkwarden/blob/main",axios,^1.5.1,
github.com,dubzzz/fast-check,main,GITHUB,"https://github.com/dubzzz/fast-check/blob/main",lodash,^4.17.21,
github.com,alibaba/pont,master,GITHUB,"https://github.com/alibaba/pont/blob/master",lodash,^4.17.5,
github.com,shadcn-ui/taxonomy,main,GITHUB,"https://github.com/shadcn-ui/taxonomy/blob/main",date-fns,^2.29.3,
github.com,jessepollak/card,master,GITHUB,"https://github.com/jessepollak/card/blob/master",underscore,^1.12.1,1.13.6
github.com,"ArekSredzki/electron-release-server",master,GITHUB,"https://github.com/ArekSredzki/electron-release-server/blob/master",lodash,^4.17.21,4.17.21
github.com,varletjs/varlet,dev,GITHUB,"https://github.com/varletjs/varlet/blob/dev",dayjs,^1.10.4,
github.com,PlasmoHQ/plasmo,main,GITHUB,"https://github.com/PlasmoHQ/plasmo/blob/main",nanoid,5.0.3,
github.com,hop-protocol/hop,develop,GITHUB,"https://github.com/hop-protocol/hop/blob/develop",lodash,4.17.21,
github.com,hop-protocol/hop,develop,GITHUB,"https://github.com/hop-protocol/hop/blob/develop",lodash,4.17.21,
github.com,hop-protocol/hop,develop,GITHUB,"https://github.com/hop-protocol/hop/blob/develop",lodash,4.17.21,
github.com,hop-protocol/hop,develop,GITHUB,"https://github.com/hop-protocol/hop/blob/develop",lodash,4.17.21,
github.com,hop-protocol/hop,develop,GITHUB,"https://github.com/hop-protocol/hop/blob/develop",lodash,4.17.21,
github.com,"you-dont-need/You-Dont-Need-Lodash-Underscore",master,GITHUB,"https://github.com/you-dont-need/You-Dont-Need-Lodash-Underscore/blob/master",lodash,^4.17.4,4.17.21
github.com,"maximegris/angular-electron",main,GITHUB,"https://github.com/maximegris/angular-electron/blob/main",rxjs,7.8.1,7.8.1
github.com,ksky521/nodeppt,master,GITHUB,"https://github.com/ksky521/nodeppt/blob/master",js-yaml,^3.12.1,
github.com,nightwatchjs/nightwatch,main,GITHUB,"https://github.com/nightwatchjs/nightwatch/blob/main",uuid,8.3.2,8.3.2
github.com,ant-design/ant-design,master,GITHUB,"https://github.com/ant-design/ant-design/blob/master",dayjs,^1.11.11,
github.com,huggingface/chat-ui,main,GITHUB,"https://github.com/huggingface/chat-ui/blob/main",uuid,^9.0.1,9.0.1
github.com,tulios/kafkajs,master,GITHUB,"https://github.com/tulios/kafkajs/blob/master",uuid,^3.3.2,
github.com,payloadcms/payload,main,GITHUB,"https://github.com/payloadcms/payload/blob/main",uuid,^9.0.0,
github.com,payloadcms/payload,main,GITHUB,"https://github.com/payloadcms/payload/blob/main",uuid,^9.0.1,
github.com,payloadcms/payload,main,GITHUB,"https://github.com/payloadcms/payload/blob/main",uuid,9.0.0,
github.com,payloadcms/payload,main,GITHUB,"https://github.com/payloadcms/payload/blob/main",uuid,9.0.0,
github.com,payloadcms/payload,main,GITHUB,"https://github.com/payloadcms/payload/blob/main",uuid,9.0.1,
github.com,vvo/gifify,master,GITHUB,"https://github.com/vvo/gifify/blob/master",moment,^2.17.1,
github.com,"hagopj13/node-express-boilerplate",master,GITHUB,"https://github.com/hagopj13/node-express-boilerplate/blob/master",validator,^13.0.0,
github.com,"projectstorm/react-diagrams",master,GITHUB,"https://github.com/projectstorm/react-diagrams/blob/master",lodash,^4.17.21,
github.com,"projectstorm/react-diagrams",master,GITHUB,"https://github.com/projectstorm/react-diagrams/blob/master",lodash,^4.17.21,
github.com,"projectstorm/react-diagrams",master,GITHUB,"https://github.com/projectstorm/react-diagrams/blob/master",lodash,^4.17.21,
github.com,"projectstorm/react-diagrams",master,GITHUB,"https://github.com/projectstorm/react-diagrams/blob/master",lodash,^4.17.21,
github.com,"projectstorm/react-diagrams",master,GITHUB,"https://github.com/projectstorm/react-diagrams/blob/master",lodash,^4.17.21,
github.com,"projectstorm/react-diagrams",master,GITHUB,"https://github.com/projectstorm/react-diagrams/blob/master",lodash,^4.17.21,
github.com,reactjs/react.dev,main,GITHUB,"https://github.com/reactjs/react.dev/blob/main",date-fns,^2.16.1,
github.com,ijjk/notion-blog,main,GITHUB,"https://github.com/ijjk/notion-blog/blob/main",uuid,8.1.0,
github.com,enquirer/enquirer,master,GITHUB,"https://github.com/enquirer/enquirer/blob/master",axios,^0.19.0,
github.com,"multiprocessio/datastation",main,GITHUB,"https://github.com/multiprocessio/datastation/blob/main",date-fns,^2.28.0,
github.com,marblejs/marble,master,GITHUB,"https://github.com/marblejs/marble/blob/master",uuid,^7.0.1,
github.com,marblejs/marble,master,GITHUB,"https://github.com/marblejs/marble/blob/master",uuid,^7.0.1,
github.com,FuelLabs/fuels-ts,master,GITHUB,"https://github.com/FuelLabs/fuels-ts/blob/master",uuid,^10.0.0,
github.com,"Huachao/vscode-restclient",master,GITHUB,"https://github.com/Huachao/vscode-restclient/blob/master",uuid,^3.3.2,3.4.0
github.com,typegoose/typegoose,master,GITHUB,"https://github.com/typegoose/typegoose/blob/master",lodash,^4.17.20,
github.com,fonoster/fonoster,main,GITHUB,"https://github.com/fonoster/fonoster/blob/main",uuid,^8.3.2,
github.com,raidendotai/openv0,main,GITHUB,"https://github.com/raidendotai/openv0/blob/main",date-fns,^2.30.0,2.30.0
github.com,raidendotai/openv0,main,GITHUB,"https://github.com/raidendotai/openv0/blob/main",date-fns,^2.30.0,2.30.0
github.com,raidendotai/openv0,main,GITHUB,"https://github.com/raidendotai/openv0/blob/main",date-fns,^2.30.0,2.30.0
github.com,raidendotai/openv0,main,GITHUB,"https://github.com/raidendotai/openv0/blob/main",date-fns,^2.30.0,2.30.0
github.com,raidendotai/openv0,main,GITHUB,"https://github.com/raidendotai/openv0/blob/main",date-fns,^2.30.0,2.30.0
github.com,searchkit/searchkit,main,GITHUB,"https://github.com/searchkit/searchkit/blob/main",deepmerge,^4.2.2,
