repositoryOrigin,repositoryPath,repositoryBranch,scmType,repositoryLink,sourcePath,ruleId,severity,line,column,message
github.com,"SAP/pie-chart-reporting-for-jamf-pro",main,GITHUB,"https://github.com/SAP/pie-chart-reporting-for-jamf-pro/blob/main","webapp/controller/Master.controller.js",no-globals,Error,139,22,"Access of global variable 'sap' (sap.ui.model.Filter)"
github.com,"SAP/pie-chart-reporting-for-jamf-pro",main,GITHUB,"https://github.com/SAP/pie-chart-reporting-for-jamf-pro/blob/main","webapp/controller/Master.controller.js",no-globals,Error,139,57,"Access of global variable 'sap' (sap.ui.model.FilterOperator.Contains)"
github.com,"SAP/pie-chart-reporting-for-jamf-pro",main,GITHUB,"https://github.com/SAP/pie-chart-reporting-for-jamf-pro/blob/main","webapp/services/AuthService.js",no-globals,Error,40,37,"Access of global variable '$' ($.ajax)"
github.com,"SAP/pie-chart-reporting-for-jamf-pro",main,GITHUB,"https://github.com/SAP/pie-chart-reporting-for-jamf-pro/blob/main","webapp/services/HttpService.js",no-globals,Error,43,23,"Access of global variable '$' ($.ajax)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main",webapp/manifest.json,no-deprecated-api,Error,123,13,"Use of deprecated property 'sap.ui5/resources/js'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main",webapp/index.html,no-deprecated-theme,Error,20,22,"Use of deprecated theme 'sap_belize'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main",webapp/index.html,no-deprecated-api,Warning,21,3,"Outdated spelling of bootstrap parameter: 'data-sap-ui-resourceroots'; should be written as 'data-sap-ui-resource-roots'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main",webapp/index.html,no-deprecated-api,Warning,24,3,"Outdated spelling of bootstrap parameter: 'data-sap-ui-oninit'; should be written as 'data-sap-ui-on-init'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main",webapp/index.html,no-deprecated-api,Warning,25,3,"Outdated spelling of bootstrap parameter: 'data-sap-ui-compatVersion'; should be written as 'data-sap-ui-compat-version'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main",webapp/index.html,no-deprecated-api,Warning,27,3,"Outdated spelling of bootstrap parameter: 'data-sap-ui-frameOptions'; should be written as 'data-sap-ui-frame-options'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main",webapp/test.html,no-deprecated-theme,Error,6,48,"Use of deprecated theme 'sap_belize'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/view/Home.view.xml",no-deprecated-api,Error,33,4,"Import of deprecated module 'sap/m/TileContainer'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/view/Multi.view.xml",no-deprecated-api,Error,32,4,"Import of deprecated module 'sap/m/TileContainer'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/App.controller.js",no-deprecated-api,Error,7,2,"Import of deprecated module 'sap/base/util/UriParameters'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/App.controller.js",no-deprecated-api,Error,143,41,"Call to deprecated function 'byId' of class 'Core'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/App.controller.js",no-deprecated-api,Error,143,31,"Call to deprecated function 'getCore' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/App.controller.js",no-globals,Error,143,24,"Access of global variable 'sap' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/App.controller.js",no-deprecated-api,Error,352,39,"Call to deprecated function 'byId' of class 'Core'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/App.controller.js",no-deprecated-api,Error,352,29,"Call to deprecated function 'getCore' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/App.controller.js",no-globals,Error,352,22,"Access of global variable 'sap' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Game.controller.js",no-deprecated-api,Error,5,2,"Import of deprecated module 'sap/base/util/UriParameters'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Home.controller.js",no-deprecated-api,Error,174,42,"Call to deprecated function 'byId' of class 'Core'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Home.controller.js",no-deprecated-api,Error,174,32,"Call to deprecated function 'getCore' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Home.controller.js",no-globals,Error,174,25,"Access of global variable 'sap' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Intro.controller.js",no-deprecated-api,Error,94,49,"Call to deprecated function 'byId' of class 'Core'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Intro.controller.js",no-deprecated-api,Error,94,39,"Call to deprecated function 'getCore' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Intro.controller.js",no-globals,Error,94,32,"Access of global variable 'sap' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Multi.controller.js",no-deprecated-api,Error,199,42,"Call to deprecated function 'byId' of class 'Core'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Multi.controller.js",no-deprecated-api,Error,199,32,"Call to deprecated function 'getCore' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Multi.controller.js",no-globals,Error,199,25,"Access of global variable 'sap' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Outro.controller.js",no-deprecated-api,Error,44,42,"Call to deprecated function 'byId' of class 'Core'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Outro.controller.js",no-deprecated-api,Error,44,32,"Call to deprecated function 'getCore' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Outro.controller.js",no-globals,Error,44,25,"Access of global variable 'sap' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Outro.controller.js",no-deprecated-api,Error,46,23,"Call to deprecated function 'byId' of class 'Core'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Outro.controller.js",no-deprecated-api,Error,46,13,"Call to deprecated function 'getCore' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/Outro.controller.js",no-globals,Error,46,6,"Access of global variable 'sap' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controller/SoundManager.js",no-deprecated-api,Error,5,2,"Import of deprecated module 'sap/base/util/UriParameters'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main",webapp/controls/Game.js,no-deprecated-api,Error,540,42,"Call to deprecated function 'byId' of class 'Core'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main",webapp/controls/Game.js,no-deprecated-api,Error,540,32,"Call to deprecated function 'getCore' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main",webapp/controls/Game.js,no-globals,Error,540,25,"Access of global variable 'sap' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main",webapp/controls/Game.js,no-globals,Error,602,4,"Access of global variable 'sap' (sap.m.PageRenderer.render)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controls/GameTile.js",no-deprecated-api,Error,3,2,"Import of deprecated module 'sap/m/CustomTile'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controls/GameTile.js",no-deprecated-api,Error,104,31,"Call to deprecated function 'createRenderManager' of class 'Core'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controls/GameTile.js",no-deprecated-api,Error,104,21,"Call to deprecated function 'getCore' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controls/GameTile.js",no-globals,Error,104,14,"Access of global variable 'sap' (sap.ui.getCore)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controls/MessageToastDeluxe.js",no-globals,Error,10,2,"Access of global variable 'sap' (sap.m.MessageToast._validateDockPosition)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controls/MessageToastDeluxe.js","no-deprecated-control-renderer-declaration",Error,17,9,"Control 'MessageToastDeluxe_1' is missing a renderer declaration"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/controls/MessageToastStory.js","no-deprecated-control-renderer-declaration",Error,10,9,"Control 'MessageToastStory_1' is missing a renderer declaration"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/levels/UncontrollableMultiplayer/Level.js",no-deprecated-api,Error,83,13,"Use of deprecated API 'jQuery.sap.getUriParameters'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/levels/UncontrollableMultiplayer/Level.js",no-globals,Error,328,7,"Access of global variable 'jQuery' (jQuery)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/levels/UncontrollableMultiplayer/Level.js",no-globals,Error,329,7,"Access of global variable 'jQuery' (jQuery)"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/levels/UncontrollableMultiplayer/Level.js",no-deprecated-api,Error,784,10,"Use of deprecated API 'jQuery.sap.getUriParameters'"
github.com,SAP/ui5-flush-game,main,GITHUB,"https://github.com/SAP/ui5-flush-game/blob/main","webapp/levels/UncontrollableMultiplayer/Level.js",no-deprecated-api,Error,785,7,"Use of deprecated API 'jQuery.sap.log'"
