repositoryOrigin,repositoryPath,repositoryBranch,scmType,repositoryLink,sourcePath,className,lineCount,methodCount,fieldCount,wmc,lcom4,tcc,cbo,maintainabilityIndex
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/entity/validation/patch/PathAttributeExistenceValidator.java","com.sap.scimono.entity.validation.patch.PathAttributeExistenceValidator",28,3,1,6,1,1.0,8,65.85305383155244
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/entity/validation/patch/PathMutabilityValidator.java","com.sap.scimono.entity.validation.patch.PathMutabilityValidator",30,3,1,6,1,1.0,10,64.3514692014043
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/entity/validation/patch/PathRemoveRequiredAttributeValidator.java","com.sap.scimono.entity.validation.patch.PathRemoveRequiredAttributeValidator",54,4,3,10,1,0.6666666666666666,10,60.65418919966193
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/entity/validation/patch/PathSchemaExistenceValidator.java","com.sap.scimono.entity.validation.patch.PathSchemaExistenceValidator",21,2,1,4,1,1.0,8,65.01867596574097
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/entity/validation/patch/ValuePathAttributesValidator.java","com.sap.scimono.entity.validation.patch.ValuePathAttributesValidator",32,5,3,5,2,0.3,3,74.45347277370044
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/entity/validation/patch/ValuePathRestrictionsValidator.java","com.sap.scimono.entity.validation.patch.ValuePathRestrictionsValidator",8,1,0,1,1,1.0,3,70.50126731402183
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/entity/validation/patch/ValuePathStructureValidator.java","com.sap.scimono.entity.validation.patch.ValuePathStructureValidator",8,1,0,1,1,1.0,3,70.50126731402183
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/exception/InternalScimonoException.java","com.sap.scimono.exception.InternalScimonoException",10,2,0,2,2,0.0,1,78.9840442063619
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/exception/InvalidFilterException.java","com.sap.scimono.exception.InvalidFilterException",13,2,1,2,1,0.0,4,74.02653202232791
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/exception/InvalidInputException.java","com.sap.scimono.exception.InvalidInputException",8,1,1,1,1,1.0,4,70.50126731402183
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/exception/ResourceNotFoundException.java","com.sap.scimono.exception.ResourceNotFoundException",13,2,1,2,1,0.0,3,72.59424708735129
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/exception/SCIMException.java","com.sap.scimono.exception.SCIMException",51,4,2,5,1,1.0,4,65.50270654800275
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/filter/QueryFilterErrorHandler.java","com.sap.scimono.filter.QueryFilterErrorHandler",31,4,1,4,4,0.0,2,72.94085936722603
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/filter/QueryFilterParser.java","com.sap.scimono.filter.QueryFilterParser",34,2,1,5,2,0.0,12,57.54167992157191
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/filter/QueryFilterVisitor.java","com.sap.scimono.filter.QueryFilterVisitor",12,1,0,1,1,1.0,0,76.32427618329498
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/filter/patch/ValuePathAttributesValidationVisitor.java","com.sap.scimono.filter.patch.ValuePathAttributesValidationVisitor",123,10,3,15,2,0.6222222222222222,20,62.91442487816883
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/filter/patch/ValuePathRestrictionsValidatorVisitor.java","com.sap.scimono.filter.patch.ValuePathRestrictionsValidatorVisitor",40,6,0,7,5,0.0,8,71.50812587091377
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/filter/patch/ValuePathStructureValidationVisitor.java","com.sap.scimono.filter.patch.ValuePathStructureValidationVisitor",19,2,0,3,2,0.0,6,67.11329605697479
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/helper/Objects.java","com.sap.scimono.helper.Objects",55,7,0,14,7,0.0,6,67.46445439530115
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/helper/ReadOnlyAttributesEraser.java","com.sap.scimono.helper.ReadOnlyAttributesEraser",97,3,1,12,1,0.3333333333333333,22,47.34800644156785
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/helper/ResourceLocationService.java","com.sap.scimono.helper.ResourceLocationService",132,14,3,22,2,0.12087912087912088,34,63.910959839120245
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/helper/Strings.java","com.sap.scimono.helper.Strings",118,12,0,25,11,0.0,14,64.78699759125523
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/main/java/com/sap/scimono/helper/UnnecessarySchemasEraser.java","com.sap.scimono.helper.UnnecessarySchemasEraser",31,2,0,3,1,0.0,8,57.48753935999609
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/test/java/com/sap/scimono/api/GroupsTest.java","com.sap.scimono.api.GroupsTest",100,8,5,8,1,0.5357142857142857,24,59.94317348474163
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/test/java/com/sap/scimono/api/ServletRequestProviderFilterTest.java","com.sap.scimono.api.ServletRequestProviderFilterTest",15,1,2,1,1,1.0,2,64.18785674790743
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/test/java/com/sap/scimono/api/UsersTest.java","com.sap.scimono.api.UsersTest",131,10,7,10,1,0.5333333333333333,26,58.89135594761901
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/test/java/com/sap/scimono/entity/EntityEqualityTest.java","com.sap.scimono.entity.EntityEqualityTest",233,18,0,18,18,0.0,20,59.99656253363819
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/test/java/com/sap/scimono/entity/bulk/BulkResponseOperationLocationServiceTest.java","com.sap.scimono.entity.bulk.BulkResponseOperationLocationServiceTest",45,4,2,4,1,0.16666666666666666,20,60.5968637906439
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/test/java/com/sap/scimono/entity/bulk/RequestOperationTest.java","com.sap.scimono.entity.bulk.RequestOperationTest",87,6,0,6,6,0.0,17,58.52748540068498
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/test/java/com/sap/scimono/entity/validation/AttributeDataTypeValidatorTest.java","com.sap.scimono.entity.validation.AttributeDataTypeValidatorTest",51,4,0,4,4,0.0,15,56.966545787723206
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/test/java/com/sap/scimono/entity/validation/RequiredSubAttributesValidatorTest.java","com.sap.scimono.entity.validation.RequiredSubAttributesValidatorTest",27,2,0,2,2,0.0,9,58.8295631072707
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/test/java/com/sap/scimono/entity/validation/ResourceCustomAttributesValidatorTest.java","com.sap.scimono.entity.validation.ResourceCustomAttributesValidatorTest",152,10,8,10,2,0.4,31,55.76212701015228
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/test/java/com/sap/scimono/entity/validation/SchemaBasedAttributeValueValidatorTest.java","com.sap.scimono.entity.validation.SchemaBasedAttributeValueValidatorTest",104,7,7,7,1,1.0,11,56.17268852416306
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/test/java/com/sap/scimono/entity/validator/patch/PathRemoveRequiredAttributeValidatorTest.java","com.sap.scimono.entity.validator.patch.PathRemoveRequiredAttributeValidatorTest",61,7,2,7,1,0.2857142857142857,18,64.81656860029469
github.com,SAP/scimono,master,GITHUB,"https://github.com/SAP/scimono/blob/master","scimono-server/src/test/java/com/sap/scimono/entity/validator/patch/ValuePathAttributesValidationVisitorTest.java","com.sap.scimono.entity.validator.patch.ValuePathAttributesValidationVisitorTest",124,7,6,8,1,0.09523809523809523,25,58.196955386345614
