repositoryOrigin,repositoryPath,repositoryBranch,fromClass,fromName,fromArguments,fromType,action,toClass,toName,toArguments,toType
github.com,openrewrite/rewrite-concourse,main,org.openrewrite.concourse.FindResourceTest,concourseResource,,METHOD,CALL,org.openrewrite.test.RecipeSpec,recipe,org.openrewrite.Recipe,METHOD
github.com,openrewrite/rewrite-concourse,main,org.openrewrite.concourse.FindResourceTest,concourseResource,,METHOD,CALL,org.openrewrite.concourse.FindResource,<constructor>,java.lang.String,CONSTRUCTOR
github.com,openrewrite/rewrite-concourse,main,org.openrewrite.concourse.FindResourceTest,concourseResource,,METHOD,CALL,org.openrewrite.yaml.Assertions,yaml,"java.lang.String,java.lang.String",METHOD
github.com,openrewrite/rewrite-concourse,main,org.openrewrite.concourse.search.FindPinnedResourceTest,findPinnedVersion,,METHOD,CALL,org.openrewrite.test.RewriteTest,rewriteRun,"java.util.function.Consumer<org.openrewrite.test.RecipeSpec>,org.openrewrite.test.SourceSpecs[]",METHOD
github.com,openrewrite/rewrite-concourse,main,org.openrewrite.concourse.search.FindPinnedResourceTest,findPinnedVersion,,METHOD,CALL,org.openrewrite.test.RecipeSpec,recipe,org.openrewrite.Recipe,METHOD
github.com,openrewrite/rewrite-concourse,main,org.openrewrite.concourse.search.FindPinnedResourceTest,findPinnedVersion,,METHOD,CALL,org.openrewrite.concourse.search.FindPinnedResource,<constructor>,java.lang.String,CONSTRUCTOR
github.com,openrewrite/rewrite-concourse,main,org.openrewrite.concourse.search.FindPinnedResourceTest,findPinnedVersion,,METHOD,CALL,org.openrewrite.yaml.Assertions,yaml,"java.lang.String,java.lang.String",METHOD
github.com,openrewrite/rewrite-concourse,main,org.openrewrite.concourse.search.FindPinnedResourceTest,findPinnedVersionForAnyResource,,METHOD,CALL,org.openrewrite.test.RewriteTest,rewriteRun,"java.util.function.Consumer<org.openrewrite.test.RecipeSpec>,org.openrewrite.test.SourceSpecs[]",METHOD
github.com,openrewrite/rewrite-concourse,main,org.openrewrite.concourse.search.FindPinnedResourceTest,findPinnedVersionForAnyResource,,METHOD,CALL,org.openrewrite.test.RecipeSpec,recipe,org.openrewrite.Recipe,METHOD
github.com,openrewrite/rewrite-concourse,main,org.openrewrite.concourse.search.FindPinnedResourceTest,findPinnedVersionForAnyResource,,METHOD,CALL,org.openrewrite.concourse.search.FindPinnedResource,<constructor>,java.lang.String,CONSTRUCTOR
github.com,openrewrite/rewrite-concourse,main,org.openrewrite.concourse.search.FindPinnedResourceTest,findPinnedVersionForAnyResource,,METHOD,CALL,org.openrewrite.yaml.Assertions,yaml,"java.lang.String,java.lang.String",METHOD
