repositoryOrigin,repositoryPath,repositoryBranch,projectName,sourceSetName,createdBy,vmVendor,sourceCompatibility,majorVersionSourceCompatibility,targetCompatibility
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-github-actions",main,rewrite-github-actions,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-java-dependencies",main,"rewrite-java-dependencies",test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,openrewrite/rewrite-all,main,rewrite-all,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,openrewrite/rewrite-all,main,rewrite-all,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,openrewrite/rewrite-all,main,rewrite-all,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,openrewrite/rewrite-all,main,rewrite-all,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,openrewrite/rewrite-all,main,rewrite-all,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,openrewrite/rewrite-all,main,rewrite-all,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,openrewrite/rewrite-all,main,rewrite-all,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,openrewrite/rewrite-all,main,rewrite-all,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,openrewrite/rewrite-all,main,rewrite-all,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,openrewrite/rewrite-all,main,rewrite-all,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,openrewrite/rewrite-all,main,rewrite-all,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,openrewrite/rewrite-all,main,rewrite-all,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,openrewrite/rewrite-all,main,rewrite-all,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,openrewrite/rewrite-all,main,rewrite-all,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,openrewrite/rewrite-all,main,rewrite-all,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,openrewrite/rewrite-all,main,rewrite-all,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,openrewrite/rewrite-all,main,rewrite-all,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-generative-ai",main,rewrite-generative-ai,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-generative-ai",main,rewrite-generative-ai,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-generative-ai",main,rewrite-generative-ai,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-generative-ai",main,rewrite-generative-ai,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-generative-ai",main,rewrite-generative-ai,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-generative-ai",main,rewrite-generative-ai,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-generative-ai",main,rewrite-generative-ai,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,test,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,test,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,test,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,test,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-templating",main,rewrite-templating,test,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,test,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_1_5,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_1_5,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_1_5,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_1_5,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_1_5,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_1_5,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_1_5,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_1,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_1,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_1,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_1,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_1,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_1,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_1,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_1,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_1,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_1,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_1,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_1,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_1,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_2,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_2,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_3,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_3,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_3,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_3,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_3,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_3,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_4,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_5,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_7,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_7,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_7,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_7,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_7,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_7,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_7,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_7,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_7,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_7,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_2_7,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_3_0,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_3_0,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_3_0,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_3_0,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_3_0,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_3_0,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_3_0,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_3_0,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_3_0,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_3_0,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_3_0,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,testWithSpringBoot_3_0,"17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_7","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_7","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_7","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_7","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_7","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_7","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_8","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_8","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_8","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_8","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_8","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_8","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_8","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_8","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,"testWithSpringSecurity_5_8","17.0.8.1+1","Eclipse Adoptium",17,17,17
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
github.com,"openrewrite/rewrite-spring",main,rewrite-spring,main,"17.0.8.1+1","Eclipse Adoptium",1.8,8,1.8
