repositoryOrigin,repositoryPath,repositoryBranch,sourcePath,language,sourceFileType,linesOfText,hasParseFailures
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/model/hook/BeforeCompilationContext.java,Java,org.openrewrite.java.tree.J$CompilationUnit,28,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/model/hook/BeforeExecutionContext.java,Java,org.openrewrite.java.tree.J$CompilationUnit,44,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/model/hook/PluginCompatTesterHooks.java,Java,org.openrewrite.java.tree.J$CompilationUnit,118,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/model/PluginCompatTesterConfig.java,Java,org.openrewrite.java.tree.J$CompilationUnit,291,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/model/MavenPom.java,Java,org.openrewrite.java.tree.J$CompilationUnit,583,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/VersionProvider.java,Java,org.openrewrite.java.tree.J$CompilationUnit,96,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/util/WarExtractor.java,Java,org.openrewrite.java.tree.J$CompilationUnit,240,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/util/ModelReader.java,Java,org.openrewrite.java.tree.J$CompilationUnit,100,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/util/ServiceHelper.java,Java,org.openrewrite.java.tree.J$CompilationUnit,82,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/util/StreamGobbler.java,Java,org.openrewrite.java.tree.J$CompilationUnit,44,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/hook/PropertyVersionHook.java,Java,org.openrewrite.java.tree.J$CompilationUnit,56,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/hook/TagValidationHook.java,Java,org.openrewrite.java.tree.J$CompilationUnit,32,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/hook/PluginWithFailsafeIntegrationTestsHook.java,Java,org.openrewrite.java.tree.J$CompilationUnit,14,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/hook/PluginWithIntegrationTestsHook.java,Java,org.openrewrite.java.tree.J$CompilationUnit,14,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/hook/WarningsNGExecutionHook.java,Java,org.openrewrite.java.tree.J$CompilationUnit,12,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/hook/HpiPluginHook.java,Java,org.openrewrite.java.tree.J$CompilationUnit,30,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/hook/AnalysisPomExecutionHook.java,Java,org.openrewrite.java.tree.J$CompilationUnit,34,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/hook/JacocoHook.java,Java,org.openrewrite.java.tree.J$CompilationUnit,48,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/PluginCompatTesterCli.java,Java,org.openrewrite.java.tree.J$CompilationUnit,303,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/picocli/ExistingFileTypeConverter.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/maven/ExpressionEvaluator.java,Java,org.openrewrite.java.tree.J$CompilationUnit,112,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/maven/MavenRunner.java,Java,org.openrewrite.java.tree.J$CompilationUnit,14,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/maven/ExternalMavenRunner.java,Java,org.openrewrite.java.tree.J$CompilationUnit,212,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/PluginListerCli.java,Java,org.openrewrite.java.tree.J$CompilationUnit,178,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/PluginCompatTester.java,Java,org.openrewrite.java.tree.J$CompilationUnit,811,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/logging/LoggingConfiguration.java,Java,org.openrewrite.java.tree.J$CompilationUnit,44,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/CLI.java,Java,org.openrewrite.java.tree.J$CompilationUnit,16,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/exception/MetadataExtractionException.java,Java,org.openrewrite.java.tree.J$CompilationUnit,20,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/exception/PluginSourcesUnavailableException.java,Java,org.openrewrite.java.tree.J$CompilationUnit,55,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/exception/PomTransformationException.java,Java,org.openrewrite.java.tree.J$CompilationUnit,53,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/exception/PluginCompatibilityTesterException.java,Java,org.openrewrite.java.tree.J$CompilationUnit,30,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/java/org/jenkins/tools/test/exception/PomExecutionException.java,Java,org.openrewrite.java.tree.J$CompilationUnit,53,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/main/resources/org/jenkins/tools/test/logging/logging.properties,Properties,org.openrewrite.properties.tree.Properties$File,0,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/java/org/jenkins/tools/test/model/plugin_metadata/ModernPluginMetadataExtractorTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,66,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/java/org/jenkins/tools/test/model/hook/HookOrderComparatorTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,224,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/java/org/jenkins/tools/test/model/MavenPomTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,346,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/java/org/jenkins/tools/test/util/ServiceHelperTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,56,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/java/org/jenkins/tools/test/util/WarExtractorTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,60,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/java/org/jenkins/tools/test/hook/JacocoHookTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,70,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/java/org/jenkins/tools/test/hook/WarningsNGExecutionHookTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,56,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/java/org/jenkins/tools/test/picocli/ExistingFileTypeConverterTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,26,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/java/org/jenkins/tools/test/PluginListerCliTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,24,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/java/org/jenkins/tools/test/PluginCompatTesterTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,131,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/resources/org/jenkins/tools/test/model/demo-plugin-properties-pom-after.xml,Xml,org.openrewrite.xml.tree.Xml$Document,88,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/resources/org/jenkins/tools/test/model/credentials-binding-pom-before.xml,Xml,org.openrewrite.xml.tree.Xml$Document,276,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/resources/org/jenkins/tools/test/model/credentials-binding-pom-after.xml,Xml,org.openrewrite.xml.tree.Xml$Document,343,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/resources/org/jenkins/tools/test/model/negative/pom.xml,Xml,org.openrewrite.xml.tree.Xml$Document,1,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/resources/org/jenkins/tools/test/model/smokes/pom.xml,Xml,org.openrewrite.xml.tree.Xml$Document,72,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/resources/org/jenkins/tools/test/model/demo-plugin-properties-pom-before.xml,Xml,org.openrewrite.xml.tree.Xml$Document,86,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/resources/org/jenkins/tools/test/model/parent/pom.xml,Xml,org.openrewrite.xml.tree.Xml$Document,32,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/resources/org/jenkins/tools/test/model/plugin_metadata/ModernPluginMetadataExtractorTest/.gitattributes,Plain text,org.openrewrite.text.PlainText,2,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/resources/org/jenkins/tools/test/model/plugin_metadata/ModernPluginMetadataExtractorTest/modern/MANIFEST.MF,Other/unknown/unparseable,org.openrewrite.quark.Quark,0,FALSE
github.com,jenkinsci/plugin-compat-tester,master,src/test/resources/org/jenkins/tools/test/model/plugin_metadata/ModernPluginMetadataExtractorTest/legacy/MANIFEST.MF,Other/unknown/unparseable,org.openrewrite.quark.Quark,0,FALSE
github.com,jenkinsci/plugin-compat-tester,master,pom.xml,Xml,org.openrewrite.xml.tree.Xml$Document,614,FALSE
github.com,jenkinsci/plugin-compat-tester,master,.mvn/extensions.xml,Xml,org.openrewrite.xml.tree.Xml$Document,10,FALSE
github.com,jenkinsci/plugin-compat-tester,master,.github/release-drafter.yml,Yaml,org.openrewrite.yaml.tree.Yaml$Documents,0,FALSE
github.com,jenkinsci/plugin-compat-tester,master,.github/workflows/cd.yaml,Yaml,org.openrewrite.yaml.tree.Yaml$Documents,19,FALSE
github.com,jenkinsci/plugin-compat-tester,master,.github/dependabot.yml,Yaml,org.openrewrite.yaml.tree.Yaml$Documents,16,FALSE
github.com,jenkinsci/plugin-compat-tester,master,Jenkinsfile,Plain text,org.openrewrite.text.PlainText,10,FALSE
github.com,jenkinsci/plugin-compat-tester,master,LICENSE.txt,Plain text,org.openrewrite.text.PlainText,17,FALSE
github.com,jenkinsci/plugin-compat-tester,master,.gitignore,Plain text,org.openrewrite.text.PlainText,20,FALSE
github.com,jenkinsci/plugin-compat-tester,master,.github/CODEOWNERS,Other/unknown/unparseable,org.openrewrite.quark.Quark,0,FALSE
github.com,jenkinsci/plugin-compat-tester,master,.git-blame-ignore-revs,Other/unknown/unparseable,org.openrewrite.quark.Quark,0,FALSE
github.com,jenkinsci/plugin-compat-tester,master,.mvn/maven.config,Other/unknown/unparseable,org.openrewrite.quark.Quark,0,FALSE
github.com,jenkinsci/plugin-compat-tester,master,.mvn/jvm.config,Other/unknown/unparseable,org.openrewrite.quark.Quark,0,FALSE
github.com,jenkinsci/plugin-compat-tester,master,README.md,Other/unknown/unparseable,org.openrewrite.quark.Quark,0,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-embedded-simple/pom.xml,Xml,org.openrewrite.xml.tree.Xml$Document,34,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-embedded-simple/src/main/resources/archetype-resources/src/main/java/Main.java,Java,org.openrewrite.java.tree.J$CompilationUnit,50,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-embedded-simple/src/main/resources/META-INF/maven/archetype.xml,Xml,org.openrewrite.xml.tree.Xml$Document,27,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-embedded-simple/src/main/resources/archetype-resources/pom.xml,Xml,org.openrewrite.xml.tree.Xml$Document,84,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-embedded-simple/src/main/resources/archetype-resources/src/main/resources/servicemix.xml,Xml,org.openrewrite.xml.tree.Xml$Document,24,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-project-root/pom.xml,Xml,org.openrewrite.xml.tree.Xml$Document,34,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-project-root/src/main/resources/META-INF/maven/archetype.xml,Xml,org.openrewrite.xml.tree.Xml$Document,18,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-project-root/src/main/resources/archetype-resources/pom.xml,Xml,org.openrewrite.xml.tree.Xml$Document,44,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/pom.xml,Xml,org.openrewrite.xml.tree.Xml$Document,437,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/Jsr181ServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/CamelServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/OsgiBundleTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,23,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/SaxonServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/CxfBcServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/ScriptingServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,23,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/ScriptServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,23,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/Jsr181WsdlFirstServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/CxfSeWsdlFirstServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/ExecServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,23,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/OsWorkflowServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/HttpServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/QuartzServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,23,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/ServiceEngineTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/ValidationServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,23,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/FileServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/ServiceAssemblyTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/OdeServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/CxfSeServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
