dataTable,sample,columnIndex,column
org.openrewrite.maven.table.ParentPomsInUse,samples/maven_parent_poms.csv,4,groupId
org.openrewrite.maven.table.ParentPomsInUse,samples/maven_parent_poms.csv,5,artifactId
org.openrewrite.maven.table.ParentPomsInUse,samples/maven_parent_poms.csv,6,version
org.openrewrite.maven.table.ParentPomsInUse,samples/maven_parent_poms.csv,7,relativePath
org.openrewrite.nodejs.table.DependenciesInUse,samples/v2/org.openrewrite.nodejs.table.DependenciesInUse.csv,0,repositoryOrigin
org.openrewrite.nodejs.table.DependenciesInUse,samples/v2/org.openrewrite.nodejs.table.DependenciesInUse.csv,1,repositoryPath
org.openrewrite.nodejs.table.DependenciesInUse,samples/v2/org.openrewrite.nodejs.table.DependenciesInUse.csv,2,repositoryBranch
org.openrewrite.nodejs.table.DependenciesInUse,samples/v2/org.openrewrite.nodejs.table.DependenciesInUse.csv,3,name
org.openrewrite.nodejs.table.DependenciesInUse,samples/v2/org.openrewrite.nodejs.table.DependenciesInUse.csv,4,requestedVersion
org.openrewrite.nodejs.table.DependenciesInUse,samples/v2/org.openrewrite.nodejs.table.DependenciesInUse.csv,5,version
org.openrewrite.nodejs.table.DependenciesInUse,samples/v2/org.openrewrite.nodejs.table.DependenciesInUse.csv,6,org1
org.openrewrite.nodejs.table.DependenciesInUse,samples/v2/org.openrewrite.nodejs.table.DependenciesInUse.csv,7,org2
org.openrewrite.nodejs.table.VulnerabilityReport,samples/dependency_vulnerabilities_npm.csv,0,repositoryOrigin
org.openrewrite.nodejs.table.VulnerabilityReport,samples/dependency_vulnerabilities_npm.csv,1,repositoryPath
org.openrewrite.nodejs.table.VulnerabilityReport,samples/dependency_vulnerabilities_npm.csv,2,repositoryBranch
org.openrewrite.nodejs.table.VulnerabilityReport,samples/dependency_vulnerabilities_npm.csv,3,cve
org.openrewrite.nodejs.table.VulnerabilityReport,samples/dependency_vulnerabilities_npm.csv,4,packageName
org.openrewrite.nodejs.table.VulnerabilityReport,samples/dependency_vulnerabilities_npm.csv,5,version
org.openrewrite.nodejs.table.VulnerabilityReport,samples/dependency_vulnerabilities_npm.csv,6,fixedVersion
org.openrewrite.nodejs.table.VulnerabilityReport,samples/dependency_vulnerabilities_npm.csv,7,fixWithVersionUpdateOnly
org.openrewrite.nodejs.table.VulnerabilityReport,samples/dependency_vulnerabilities_npm.csv,8,summary
org.openrewrite.nodejs.table.VulnerabilityReport,samples/dependency_vulnerabilities_npm.csv,9,severity
org.openrewrite.nodejs.table.VulnerabilityReport,samples/dependency_vulnerabilities_npm.csv,10,depth
org.openrewrite.sql.table.DatabaseColumnsUsed,samples/v2/org.openrewrite.sql.table.DatabaseColumnsUsed.csv,0,repositoryOrigin
org.openrewrite.sql.table.DatabaseColumnsUsed,samples/v2/org.openrewrite.sql.table.DatabaseColumnsUsed.csv,1,repositoryPath
org.openrewrite.sql.table.DatabaseColumnsUsed,samples/v2/org.openrewrite.sql.table.DatabaseColumnsUsed.csv,2,repositoryBranch
org.openrewrite.sql.table.DatabaseColumnsUsed,samples/v2/org.openrewrite.sql.table.DatabaseColumnsUsed.csv,3,sourcePath
org.openrewrite.sql.table.DatabaseColumnsUsed,samples/v2/org.openrewrite.sql.table.DatabaseColumnsUsed.csv,4,lineNumber
org.openrewrite.sql.table.DatabaseColumnsUsed,samples/v2/org.openrewrite.sql.table.DatabaseColumnsUsed.csv,5,getCommitHash
org.openrewrite.sql.table.DatabaseColumnsUsed,samples/v2/org.openrewrite.sql.table.DatabaseColumnsUsed.csv,6,operation
org.openrewrite.sql.table.DatabaseColumnsUsed,samples/v2/org.openrewrite.sql.table.DatabaseColumnsUsed.csv,7,table
org.openrewrite.sql.table.DatabaseColumnsUsed,samples/v2/org.openrewrite.sql.table.DatabaseColumnsUsed.csv,8,column
org.openrewrite.sql.table.DatabaseColumnsUsed,samples/v2/org.openrewrite.sql.table.DatabaseColumnsUsed.csv,9,org1
org.openrewrite.sql.table.DatabaseColumnsUsed,samples/v2/org.openrewrite.sql.table.DatabaseColumnsUsed.csv,10,org2
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,0,repositoryOrigin
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,1,repositoryPath
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,2,repositoryBranch
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,3,fromSourceSet
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,4,fromClass
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,5,fromName
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,6,fromArguments
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,7,fromType
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,8,action
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,9,toClass
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,10,toName
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,11,toArguments
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,12,toType
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,13,returnType
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,14,org1
org.openrewrite.table.CallGraph,samples/v2/org.openrewrite.table.CallGraph.csv,15,org2
org.openrewrite.table.LanguageCompositionPerFile,samples/v2/org.openrewrite.table.LanguageCompositionPerFile.csv,0,repositoryOrigin
org.openrewrite.table.LanguageCompositionPerFile,samples/v2/org.openrewrite.table.LanguageCompositionPerFile.csv,1,repositoryPath
org.openrewrite.table.LanguageCompositionPerFile,samples/v2/org.openrewrite.table.LanguageCompositionPerFile.csv,2,repositoryBranch
org.openrewrite.table.LanguageCompositionPerFile,samples/v2/org.openrewrite.table.LanguageCompositionPerFile.csv,3,sourcePath
org.openrewrite.table.LanguageCompositionPerFile,samples/v2/org.openrewrite.table.LanguageCompositionPerFile.csv,4,language
org.openrewrite.table.LanguageCompositionPerFile,samples/v2/org.openrewrite.table.LanguageCompositionPerFile.csv,5,sourceFileType
org.openrewrite.table.LanguageCompositionPerFile,samples/v2/org.openrewrite.table.LanguageCompositionPerFile.csv,6,linesOfText
org.openrewrite.table.LanguageCompositionPerFile,samples/v2/org.openrewrite.table.LanguageCompositionPerFile.csv,7,hasParseFailures
org.openrewrite.table.LanguageCompositionPerFile,samples/v2/org.openrewrite.table.LanguageCompositionPerFile.csv,8,org1
org.openrewrite.table.LanguageCompositionPerFile,samples/v2/org.openrewrite.table.LanguageCompositionPerFile.csv,9,org2
org.openrewrite.table.LanguageCompositionPerFolder,samples/v2/org.openrewrite.table.LanguageCompositionPerFolder.csv,0,repositoryOrigin
org.openrewrite.table.LanguageCompositionPerFolder,samples/v2/org.openrewrite.table.LanguageCompositionPerFolder.csv,1,repositoryPath
org.openrewrite.table.LanguageCompositionPerFolder,samples/v2/org.openrewrite.table.LanguageCompositionPerFolder.csv,2,repositoryBranch
org.openrewrite.table.LanguageCompositionPerFolder,samples/v2/org.openrewrite.table.LanguageCompositionPerFolder.csv,3,folderPath
org.openrewrite.table.LanguageCompositionPerFolder,samples/v2/org.openrewrite.table.LanguageCompositionPerFolder.csv,4,language
org.openrewrite.table.LanguageCompositionPerFolder,samples/v2/org.openrewrite.table.LanguageCompositionPerFolder.csv,5,fileCount
org.openrewrite.table.LanguageCompositionPerFolder,samples/v2/org.openrewrite.table.LanguageCompositionPerFolder.csv,6,lineCount
org.openrewrite.table.LanguageCompositionPerFolder,samples/v2/org.openrewrite.table.LanguageCompositionPerFolder.csv,7,org1
org.openrewrite.table.LanguageCompositionPerFolder,samples/v2/org.openrewrite.table.LanguageCompositionPerFolder.csv,8,org2
org.openrewrite.table.LstProvenanceTable,samples/v2/org.openrewrite.table.LstProvenanceTable.csv,0,repositoryOrigin
org.openrewrite.table.LstProvenanceTable,samples/v2/org.openrewrite.table.LstProvenanceTable.csv,1,repositoryPath
org.openrewrite.table.LstProvenanceTable,samples/v2/org.openrewrite.table.LstProvenanceTable.csv,2,repositoryBranch
org.openrewrite.table.LstProvenanceTable,samples/v2/org.openrewrite.table.LstProvenanceTable.csv,3,buildToolType
org.openrewrite.table.LstProvenanceTable,samples/v2/org.openrewrite.table.LstProvenanceTable.csv,4,buildToolVersion
org.openrewrite.table.LstProvenanceTable,samples/v2/org.openrewrite.table.LstProvenanceTable.csv,5,lstSerializerVersion
org.openrewrite.table.LstProvenanceTable,samples/v2/org.openrewrite.table.LstProvenanceTable.csv,6,timestampEpochMillis
org.openrewrite.table.LstProvenanceTable,samples/v2/org.openrewrite.table.LstProvenanceTable.csv,7,timestampUtc
org.openrewrite.table.LstProvenanceTable,samples/v2/org.openrewrite.table.LstProvenanceTable.csv,8,org1
org.openrewrite.table.LstProvenanceTable,samples/v2/org.openrewrite.table.LstProvenanceTable.csv,9,org2
org.openrewrite.table.ParseFailures,samples/v2/org.openrewrite.table.ParseFailures.csv,0,repositoryOrigin
org.openrewrite.table.ParseFailures,samples/v2/org.openrewrite.table.ParseFailures.csv,1,repositoryPath
org.openrewrite.table.ParseFailures,samples/v2/org.openrewrite.table.ParseFailures.csv,2,repositoryBranch
org.openrewrite.table.ParseFailures,samples/v2/org.openrewrite.table.ParseFailures.csv,3,parser
org.openrewrite.table.ParseFailures,samples/v2/org.openrewrite.table.ParseFailures.csv,4,sourcePath
org.openrewrite.table.ParseFailures,samples/v2/org.openrewrite.table.ParseFailures.csv,5,exceptionType
org.openrewrite.table.ParseFailures,samples/v2/org.openrewrite.table.ParseFailures.csv,6,treeType
org.openrewrite.table.ParseFailures,samples/v2/org.openrewrite.table.ParseFailures.csv,7,snippet
org.openrewrite.table.ParseFailures,samples/v2/org.openrewrite.table.ParseFailures.csv,8,stackTrace
org.openrewrite.table.ParseFailures,samples/v2/org.openrewrite.table.ParseFailures.csv,9,org1
org.openrewrite.table.ParseFailures,samples/v2/org.openrewrite.table.ParseFailures.csv,10,org2
org.openrewrite.table.RecipeRunStats,samples/recipe_performance.csv,0,repositoryOrigin
org.openrewrite.table.RecipeRunStats,samples/recipe_performance.csv,1,repositoryPath
org.openrewrite.table.RecipeRunStats,samples/recipe_performance.csv,2,repositoryBranch
org.openrewrite.table.RecipeRunStats,samples/recipe_performance.csv,3,scmType
org.openrewrite.table.RecipeRunStats,samples/recipe_performance.csv,4,repositoryLink
org.openrewrite.table.RecipeRunStats,samples/recipe_performance.csv,5,recipe
org.openrewrite.table.RecipeRunStats,samples/recipe_performance.csv,6,sourceFiles
org.openrewrite.table.RecipeRunStats,samples/recipe_performance.csv,7,sourceFilesChanged
org.openrewrite.table.RecipeRunStats,samples/recipe_performance.csv,8,scanTotalTimeNs
org.openrewrite.table.RecipeRunStats,samples/recipe_performance.csv,9,scanP99Ns
org.openrewrite.table.RecipeRunStats,samples/recipe_performance.csv,10,scanMaxNs
org.openrewrite.table.RecipeRunStats,samples/recipe_performance.csv,11,editTotalTimeNs
org.openrewrite.table.RecipeRunStats,samples/recipe_performance.csv,12,editP99Ns
org.openrewrite.table.RecipeRunStats,samples/recipe_performance.csv,13,editMaxNs
org.openrewrite.table.SourcesFileResults,samples/composite_recipe_results_sankey.csv,0,repositoryOrigin
org.openrewrite.table.SourcesFileResults,samples/composite_recipe_results_sankey.csv,1,repositoryPath
org.openrewrite.table.SourcesFileResults,samples/composite_recipe_results_sankey.csv,2,repositoryBranch
org.openrewrite.table.SourcesFileResults,samples/composite_recipe_results_sankey.csv,3,scmType
org.openrewrite.table.SourcesFileResults,samples/composite_recipe_results_sankey.csv,4,repositoryLink
org.openrewrite.table.SourcesFileResults,samples/composite_recipe_results_sankey.csv,5,sourcePath
org.openrewrite.table.SourcesFileResults,samples/composite_recipe_results_sankey.csv,6,afterSourcePath
org.openrewrite.table.SourcesFileResults,samples/composite_recipe_results_sankey.csv,7,parentRecipe
org.openrewrite.table.SourcesFileResults,samples/composite_recipe_results_sankey.csv,8,recipe
org.openrewrite.table.SourcesFileResults,samples/composite_recipe_results_sankey.csv,9,estimatedTimeSaving
org.openrewrite.table.SourcesFileResults,samples/composite_recipe_results_sankey.csv,10,cycle
org.openrewrite.table.SourcesFiles,samples/find_source_files.csv,0,repositoryOrigin
org.openrewrite.table.SourcesFiles,samples/find_source_files.csv,1,repositoryPath
org.openrewrite.table.SourcesFiles,samples/find_source_files.csv,2,repositoryBranch
org.openrewrite.table.SourcesFiles,samples/find_source_files.csv,3,sourcePath
org.openrewrite.table.SourcesFiles,samples/find_source_files.csv,4,type
org.openrewrite.table.TextMatches,samples/v2/org.openrewrite.table.TextMatches.csv,0,repositoryOrigin
org.openrewrite.table.TextMatches,samples/v2/org.openrewrite.table.TextMatches.csv,1,repositoryPath
org.openrewrite.table.TextMatches,samples/v2/org.openrewrite.table.TextMatches.csv,2,repositoryBranch
org.openrewrite.table.TextMatches,samples/v2/org.openrewrite.table.TextMatches.csv,3,sourcePath
org.openrewrite.table.TextMatches,samples/v2/org.openrewrite.table.TextMatches.csv,4,match
org.openrewrite.table.TextMatches,samples/v2/org.openrewrite.table.TextMatches.csv,5,org1
org.openrewrite.table.TextMatches,samples/v2/org.openrewrite.table.TextMatches.csv,6,org2
